id,output
540,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE veggie ) pizza without (NOT (TOPPING mushrooms ) ) ) and (DRINKORDER (NUMBER a ) (SIZE large ) (DRINKTYPE pepsi ) ) )
541,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE small ) pie with (TOPPING ham ) (STYLE thin crust ) and no (NOT (TOPPING peppers ) ) ) )
542,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING bacon ) and (TOPPING peppers ) no (NOT (TOPPING pineapple ) ) ) )
543,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE meat lovers ) pizza without (NOT (TOPPING sausage ) ) ) and (PIZZAORDER (NUMBER two ) (SIZE medium ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) pizzas ) )
544,(ORDER i would like to have (PIZZAORDER (NUMBER two ) (SIZE small ) pizzas with (TOPPING bacon ) (TOPPING sausage ) and (TOPPING tuna ) ) )
545,(ORDER get me (PIZZAORDER (NUMBER a ) (TOPPING bacon ) and (TOPPING pesto ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
546,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) pizzas with (TOPPING garlic ) (TOPPING onions ) and (TOPPING bacon ) ) )
547,(ORDER i want (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (TOPPING pineapple ) pizza with no (NOT (TOPPING ham ) ) ) )
548,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING olive ) and (TOPPING pesto ) pie with no (NOT (TOPPING peppers ) ) ) )
549,(ORDER give me (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bacon ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) pizza no (NOT (TOPPING mushrooms ) ) ) please )
550,(ORDER i'd like to order (PIZZAORDER (NUMBER one ) (SIZE small ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) (TOPPING olives ) and no (NOT (TOPPING tuna ) ) ) )
551,(ORDER can i try (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (TOPPING olives ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and no (NOT (TOPPING tuna ) ) ) please )
552,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING mushroom ) and (TOPPING pesto ) pie with no (NOT (TOPPING pepperoni ) ) ) )
553,(ORDER can you get me (PIZZAORDER (NUMBER one ) (SIZE small ) pie with (TOPPING red peppers ) ) please )
554,(ORDER i want (PIZZAORDER (NUMBER two ) (TOPPING olive ) and (TOPPING pineapple ) pies with (TOPPING mushrooms ) ) )
555,(ORDER i need (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING cheese ) pizza ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING ham ) and (TOPPING mushroom ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE meat lovers ) ) and (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING pepperoni ) pizza ) )
556,(ORDER i want (PIZZAORDER (NUMBER a ) pizza with (TOPPING onions ) and (TOPPING tuna ) but no (NOT (TOPPING chicken ) ) ) )
557,(ORDER i need (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING italian sausage ) pizza ) (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE combination ) pizza without (NOT (TOPPING mushrooms ) ) ) (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING beef ) and (TOPPING black olive ) pizza ) and (DRINKORDER (NUMBER five ) (SIZE large ) (DRINKTYPE sprites ) ) )
558,(ORDER i want (PIZZAORDER (TOPPING pineapple ) (TOPPING ham ) without (NOT (TOPPING pepper ) ) pizza ) )
559,(ORDER can i get (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING onion ) and (TOPPING bacon ) pie hold the (NOT (TOPPING tuna ) ) ) )
560,(ORDER get me (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING mushroom ) and (TOPPING pesto ) pizzas with no (NOT (TOPPING onions ) ) ) )
561,(ORDER can i get (PIZZAORDER (NUMBER a ) pizza with (TOPPING pepperoni ) and (TOPPING chicken ) and (TOPPING bacon ) ) )
562,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE large ) pie with (TOPPING pesto ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) no (NOT (TOPPING pepperoni ) ) ) )
563,(ORDER i would like to try (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING pepperoni ) and (TOPPING chicken ) pie with no (NOT (TOPPING mushrooms ) ) ) please )
564,(ORDER i prefer (PIZZAORDER (NUMBER a ) pizza along with (TOPPING pineapple ) (TOPPING ham ) without (NOT (TOPPING peppers ) ) ) )
565,(ORDER i would like (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) pie with (STYLE thin crust ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) please )
566,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING bacon ) (TOPPING mushrooms ) and (TOPPING peppers ) ) )
567,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING mushroom ) and (TOPPING pepper ) pizza with no (NOT (TOPPING onions ) ) ) )
568,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING tuna ) and (TOPPING onions ) and (STYLE thin crust ) ) please )
569,(ORDER (DRINKORDER (SIZE large ) (DRINKTYPE coke zero ) ) )
570,(ORDER i wanted to have (PIZZAORDER (NUMBER a ) (SIZE large ) pie with (TOPPING tuna ) and (STYLE thin crust ) (TOPPING ham ) ) )
571,(ORDER could you please get me (PIZZAORDER (NUMBER six ) (STYLE thin crust ) pizzas with (TOPPING mushrooms ) and (TOPPING peppers ) ) )
572,(ORDER can i have (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING bacon ) and (TOPPING ham ) pie with (TOPPING onions ) ) )
573,(ORDER i'd like (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) (TOPPING tuna ) and no (NOT (TOPPING sausage ) ) ) )
574,(ORDER can you get me (PIZZAORDER (NUMBER a ) (SIZE medium ) pie with (TOPPING onions ) and (TOPPING olives ) and no (NOT (TOPPING mushrooms ) ) ) please )
575,(ORDER get me (PIZZAORDER (NUMBER a ) pizza with (TOPPING peppers ) and (TOPPING sausage ) no (NOT (TOPPING olives ) ) ) )
576,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING mushroom ) and (TOPPING bacon ) pizza with (TOPPING peppers ) ) )
577,(ORDER i'll go for (PIZZAORDER (NUMBER two ) (SIZE small ) pies along with (TOPPING tuna ) (TOPPING onions ) but avoid (NOT (TOPPING pesto ) ) ) )
578,(ORDER i need to order (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING chicken ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and no (NOT (TOPPING olives ) ) ) )
579,(ORDER i want (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (TOPPING olive ) pie with (TOPPING pesto ) ) )
580,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) pizzas with (TOPPING shrimp ) and (TOPPING tuna ) ) )
581,(ORDER i'd like (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (TOPPING pepperoni ) pie with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
582,(ORDER i would like (PIZZAORDER (NUMBER three ) pies with (TOPPING bacon ) (TOPPING onions ) and without (NOT (TOPPING chicken ) ) ) )
583,(ORDER i want (PIZZAORDER (NUMBER two ) (SIZE small ) pizzas with (TOPPING bacon ) (TOPPING sausage ) and (TOPPING tuna ) ) )
584,(ORDER i need (PIZZAORDER (NUMBER an ) (TOPPING olive ) and (TOPPING tuna ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
585,(ORDER i will try (PIZZAORDER (NUMBER a ) pie with (TOPPING bacon ) and (TOPPING olives ) but without any (NOT (TOPPING pesto ) ) ) )
586,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) pizzas with (TOPPING cumin ) (TOPPING garlic ) and (TOPPING ham ) ) )
587,(ORDER i would like to have (PIZZAORDER (NUMBER a ) (SIZE large ) pie with (TOPPING bacon ) (TOPPING sausage ) and (TOPPING ham ) ) )
588,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) (TOPPING chicken ) with no (NOT (TOPPING onions ) ) ) )
589,(ORDER i'll have (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE thin crust ) pizza with (TOPPING sausage ) and (TOPPING chicken ) ) please )
590,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING salami ) (TOPPING onions ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) and (DRINKORDER (NUMBER two ) (SIZE small ) (DRINKTYPE coffees ) ) )
591,(ORDER i would like to have (PIZZAORDER (NUMBER one ) (SIZE large ) pie with (TOPPING ham ) and (TOPPING onions ) without any (NOT (TOPPING pesto ) ) ) please )
592,(ORDER i want to order (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE mexican ) pizza ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING cheeseburger ) pizza ) and (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE veggie ) pizza ) )
593,(ORDER i need (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) (DRINKORDER (NUMBER six ) (SIZE large ) (DRINKTYPE diet cokes ) ) and (DRINKORDER (NUMBER a ) (SIZE medium ) (DRINKTYPE fanta ) ) )
594,(ORDER i would like to have (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (TOPPING chicken ) and (TOPPING mushrooms ) but without (NOT (TOPPING pepperoni ) ) ) )
595,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING onions ) and (TOPPING ham ) ) )
596,(ORDER i want (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza with (TOPPING chicken ) (TOPPING tuna ) and hold the (NOT (TOPPING pesto ) ) ) please )
597,(ORDER can i get (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING peppers ) (TOPPING onions ) and (TOPPING pineapple ) ) please )
598,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza with (TOPPING bacon ) ) )
599,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING onion ) and (TOPPING pepper ) pie ) )
600,(ORDER i would like to order (PIZZAORDER (NUMBER five ) pies with (TOPPING onions ) and (TOPPING peppers ) (TOPPING pesto ) ) please )
601,(ORDER i would like (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE thin crust ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and (TOPPING pesto ) ) )
602,(ORDER i would like (PIZZAORDER (NUMBER one ) (SIZE small ) pizza with (TOPPING mushrooms ) (TOPPING bacon ) and (TOPPING pepperoni ) ) )
603,(ORDER i'd like to order (PIZZAORDER (NUMBER one ) (SIZE small ) pizza with (TOPPING chicken ) (TOPPING tuna ) and (TOPPING pesto ) ) please )
604,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING onion ) and (TOPPING pineapple ) pizza with no (NOT (TOPPING sausage ) ) ) )
605,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING tuna ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and hold the (NOT (TOPPING sausage ) ) ) )
606,(ORDER i want to order (PIZZAORDER (NUMBER two ) (SIZE large ) (STYLE new york style ) (TOPPING pepperoni ) pizzas ) )
607,(ORDER i would like (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING chicken ) and (TOPPING pepperoni ) pie with no (NOT (TOPPING onions ) ) ) please )
608,(ORDER i think i'll have (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING ham ) (TOPPING bacon ) and (TOPPING sausage ) pizza ) )
609,(ORDER i just need (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (TOPPING pesto ) and (TOPPING ham ) and i really love the (STYLE thin crust ) ) )
610,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE combination ) pizza without (NOT (TOPPING onions ) ) or (NOT (TOPPING bell peppers ) ) ) and (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepperoni ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) and (DRINKORDER (NUMBER four ) (SIZE large ) (DRINKTYPE diet pepsis ) ) )
611,(ORDER i'll try (PIZZAORDER (NUMBER a ) pie with (TOPPING pesto ) and add some (TOPPING mushrooms ) and please avoid (NOT (TOPPING pineapple ) ) ) )
612,(ORDER may i have (PIZZAORDER (NUMBER one ) (SIZE large ) pie along with (TOPPING ham ) and (TOPPING peppers ) but hold (NOT (STYLE thin crust ) ) ) )
613,(ORDER i want to have (PIZZAORDER (NUMBER a ) (TOPPING pineapple ) pizza (SIZE medium ) without any (NOT (TOPPING ham ) ) and it should with (STYLE thin crust ) ) )
614,(ORDER i would like to have (PIZZAORDER (NUMBER one ) pizza in (SIZE small ) size along with (TOPPING olives ) and (TOPPING pesto ) but without (NOT (TOPPING ham ) ) ) )
615,(ORDER please i want (PIZZAORDER (NUMBER a ) pizza with (TOPPING sausage ) and (TOPPING pesto ) and with no (NOT (STYLE thin crust ) ) ) )
616,(ORDER i would like to get (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pineapple ) and (TOPPING sausage ) pizza with no (NOT (TOPPING mushrooms ) ) ) please )
617,(ORDER i want (PIZZAORDER (NUMBER a ) (STYLE thin crust ) with (TOPPING bacon ) and (TOPPING mushrooms ) and make it a (SIZE large ) ) )
618,(ORDER i wanted to have (PIZZAORDER (NUMBER a ) pizza with with (TOPPING pepperoni ) (TOPPING chicken ) and (TOPPING bacon ) ) )
619,(ORDER please order (PIZZAORDER (NUMBER two ) (SIZE medium ) (STYLE thin crust ) (TOPPING pepperoni ) pizzas ) and (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE cokes ) ) )
620,(ORDER i'll try (PIZZAORDER (NUMBER one ) (SIZE large ) pie with (TOPPING mushrooms ) (TOPPING pineapple ) but hold (NOT (TOPPING ham ) ) ) )
621,(ORDER this order is for (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza with (STYLE everything ) ) and (DRINKORDER (NUMBER two ) (SIZE medium ) (DRINKTYPE diet cokes ) ) )
622,(ORDER i need (PIZZAORDER (NUMBER one ) pizza (TOPPING pesto ) (COMPLEX_TOPPING (QUANTITY more ) (TOPPING cheese ) ) and don't include (NOT (TOPPING tuna ) ) ) )
623,(ORDER i would like to try (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING chicken ) and (TOPPING mushroom ) pizza with no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) please )
624,(ORDER i need (PIZZAORDER (NUMBER one ) pizza with (TOPPING onions ) and (TOPPING tuna ) on it but no (NOT (TOPPING chicken ) ) ) that's all )
625,(ORDER i would like to order (PIZZAORDER (NUMBER four ) of the (SIZE small ) (TOPPING bacon ) and (TOPPING ham ) pizzas ) )
626,(ORDER i'll go for (PIZZAORDER (NUMBER a ) (SIZE large ) pie along with (TOPPING pesto ) and some (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) but hold (NOT (TOPPING pepperoni ) ) ) )
627,(ORDER i would like to get (PIZZAORDER (NUMBER a ) pizza with (TOPPING olives ) and (TOPPING tuna ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
628,(ORDER i'd like (PIZZAORDER (NUMBER two ) (SIZE small ) pizzas topped with (TOPPING tuna ) and (TOPPING peppers ) ) )
629,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING ham ) (TOPPING mushrooms ) (TOPPING onions ) (TOPPING pine apple ) (TOPPING bacon ) (TOPPING sausage ) and (COMPLEX_TOPPING (QUANTITY double ) (TOPPING cheese ) ) ) )
630,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE medium ) pie which has (TOPPING mushrooms ) and (TOPPING bacon ) (TOPPING tuna ) ) )
631,(ORDER i need to order (PIZZAORDER (NUMBER four ) (SIZE lunch ) pizzas with (TOPPING pepperoni ) and (TOPPING sausage ) ) and (PIZZAORDER (NUMBER two ) (SIZE lunch ) pizzas with (TOPPING pepperoni ) and (TOPPING mushrooms ) ) and (DRINKORDER (NUMBER six ) (SIZE medium ) (DRINKTYPE sprites ) ) )
632,(ORDER i only want (PIZZAORDER (NUMBER one ) pizza pie with (TOPPING pepperoni ) oh i almost forgot i'd like that with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) if you could ) )
633,(ORDER please get me (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE thin crust ) pizza with (TOPPING pesto ) and (TOPPING ham ) ) )
634,(ORDER i would like to order (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with canadian (TOPPING bacon ) and (TOPPING onions ) ) (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with (TOPPING ham ) and (TOPPING black olives ) ) and i don't want any drinks with this order )
635,(ORDER i'd like to place an order for (PIZZAORDER (NUMBER two ) (SIZE small ) pizzas with (TOPPING onions ) (TOPPING mushrooms ) and (TOPPING peppers ) ) )
636,(ORDER i need (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING mushroom ) and (TOPPING sausage ) ) and also need (DRINKORDER (NUMBER two ) (DRINKTYPE diet cokes ) ) )
637,(ORDER i need (PIZZAORDER (NUMBER a ) pie and i'd like (TOPPING pesto ) on there as well as (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) but no (NOT (TOPPING tuna ) ) ) please )
638,(ORDER i want to place an order for (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with (TOPPING chicken ) (TOPPING sausage ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
639,(ORDER i want (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and (TOPPING pineapple ) and no any (NOT (TOPPING tuna ) ) ) )
640,(ORDER id like (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING cheese ) pizza ) with (DRINKORDER (NUMBER a ) (SIZE medium ) (DRINKTYPE coke ) ) )
641,(ORDER i wanted to have (PIZZAORDER (NUMBER one ) pie with (TOPPING bacon ) and (TOPPING pesto ) add some (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) please )
642,(ORDER this order is for (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING sausage ) (TOPPING mushrooms ) and (TOPPING black olives ) ) and (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE cokes ) ) and (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE ice teas ) ) )
643,(ORDER get me (PIZZAORDER (NUMBER five ) (SIZE small ) pizzas make sure there is no (NOT (TOPPING pineapple ) ) on any of them ) that's all for today )
644,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza and some (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) to that and some (TOPPING tuna ) but hold (NOT (TOPPING sausage ) ) ) )
645,(ORDER fetch me (PIZZAORDER (NUMBER three ) (TOPPING peppers ) (TOPPING chicken ) pizza with no (NOT (TOPPING ham ) ) ) please )
646,(ORDER let me prefer (PIZZAORDER pie along with (TOPPING pepperoni ) and (COMPLEX_TOPPING (QUANTITY more ) (TOPPING cheese ) ) ) )
647,(ORDER i would like to have (PIZZAORDER (NUMBER a ) (SIZE medium ) size pizza with (TOPPING chicken ) and (TOPPING olives ) but avoid (NOT (STYLE thin crust ) ) ) please )
648,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepper ) and (TOPPING sausage ) pizza not the (NOT (STYLE thin crust ) ) ) though )
649,(ORDER get (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE thin crust ) (TOPPING pesto ) pie with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) for me )
650,(ORDER please give me (PIZZAORDER (NUMBER a ) (SIZE large ) pizza and i'll try it with (TOPPING ham ) (TOPPING pepperoni ) as well as (TOPPING tuna ) ) thanks a lot )
651,(ORDER i'll go with (PIZZAORDER (NUMBER one ) pizza which is (SIZE small ) in size along with (TOPPING peppers ) and (TOPPING mushrooms ) but no (NOT (TOPPING pineapple ) ) ) )
652,(ORDER i want to order (PIZZAORDER (NUMBER one ) (SIZE large ) pizza and top it with (TOPPING pepperoni ) and (TOPPING chicken ) hold the (NOT (TOPPING onions ) ) ) please )
653,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING olive ) and (TOPPING onion ) pizza with (TOPPING pineapple ) ) on it )
654,(ORDER i need to place an order for (PIZZAORDER (NUMBER four ) (SIZE large ) pizzas with (TOPPING ham ) (TOPPING olives ) and (TOPPING bacon ) ) to go with (DRINKORDER (NUMBER five ) (CONTAINERTYPE cans ) of (DRINKTYPE coke ) ) )
655,(ORDER please order (PIZZAORDER (NUMBER two ) (SIZE small ) pizzas for me both with (TOPPING peppers ) and (TOPPING bacon ) and without (NOT (TOPPING olives ) ) ) )
656,(ORDER i want to order (PIZZAORDER (NUMBER two ) pizzas and i want (TOPPING mushrooms ) and (TOPPING pesto ) but i don't care for (NOT (TOPPING pepperoni ) ) ) )
657,(ORDER i need to order (PIZZAORDER (NUMBER one ) (SIZE extra large ) (STYLE thin crust ) (TOPPING pepperoni ) (TOPPING roasted garlic ) (TOPPING cherry tomatoes ) and (TOPPING mushroom ) pizza ) with (DRINKORDER (NUMBER a ) (SIZE large ) (DRINKTYPE pepsi ) ) and (DRINKORDER (NUMBER a ) (SIZE large ) (DRINKTYPE coke ) ) )
658,(ORDER i'd like to get (PIZZAORDER (NUMBER one ) (SIZE small ) pizza with (TOPPING red peppers ) ) on it )
659,(ORDER do (PIZZAORDER (NUMBER a ) pizza that has (TOPPING sausage ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) no (NOT (TOPPING bacon ) ) ) though )
660,(ORDER i'd like to try (PIZZAORDER (NUMBER a ) (SIZE medium ) pie for toppings i think i'll take (TOPPING mushrooms ) and (TOPPING tuna ) hold the (NOT (TOPPING peppers ) ) ) if you don't mind thanks much )
661,(ORDER i'd love to have (PIZZAORDER (SIZE large ) pie along with (TOPPING onions ) and (TOPPING peppers ) ) )
662,(ORDER good evening for tonight i'll take (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING mushrooms ) and (TOPPING pesto ) and please hold the (NOT (TOPPING pepperoni ) ) ) that's all )
663,(ORDER order me (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE deep dish ) pizza with (STYLE all the meats ) ) and (DRINKORDER (NUMBER a ) (SIZE large ) (DRINKTYPE coke ) ) )
664,(ORDER this order is for (PIZZAORDER (NUMBER three ) (SIZE medium ) pizzas with (TOPPING green peppers ) (TOPPING anchovies ) (TOPPING black olives ) and (TOPPING bacon ) ) and (DRINKORDER (NUMBER six ) (SIZE large ) (DRINKTYPE cokes ) ) and (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE ice teas with no sugar ) ) )
665,(ORDER let me have (PIZZAORDER (NUMBER a ) (TOPPING pesto ) and (TOPPING peppers ) pizza just need one and leave off the (NOT (TOPPING bacon ) ) ) )
666,(ORDER id like to order (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE thin crust ) (TOPPING cheese ) pizza topped with (TOPPING arugula ) and a (TOPPING buffalo sauce ) ) )
667,(ORDER i'm in the mood for (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) (TOPPING sausage ) and (TOPPING ham ) ) )
668,(ORDER i need an order placed for (DRINKORDER (NUMBER two ) (CONTAINERTYPE cans ) of (DRINKTYPE sprite ) ) and (PIZZAORDER (NUMBER three ) (SIZE medium ) pizzas with (TOPPING pepperoni ) and (TOPPING ham ) ) on them )
669,(ORDER i want to try (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING ham ) and (TOPPING peppers ) pie and i do not want the (NOT (STYLE thin crust ) ) ) )
